0,1
Blue Bottle Coffee,"Lovely atmosphere Order taker/cashier was great ! Coffee makers never called our name Even when we arrived as coffee was just put on counter, it was warm, not hot Food was very good (we had croissant) The food in the case was yummy looking Coffee was tasty, just not hot"
Blue Bottle Coffee,"Hi there, thanks for leaving this review! We'd love to hear more about your coffee, can you email us at support@bluebottlecoffee.com? Thanks!  "
Blue Bottle Coffee,Excellent service and delicious coffee. The space is super clean and there are plenty of tables with plugs. I worked there for a couple of hours.
Blue Bottle Coffee,Probably my favorite coffee chain in San Francisco. Love the bean and attention to artisanal coffee making. Must visit for coffee lovers. And try the cold brew too.
Blue Bottle Coffee,"I absolutely love their lattes. The ambiance is very nice, modern and lovely. But too expensive🤷🏻‍♀️ …"
Blue Bottle Coffee,"got an iced nola which was great and also what they’re known for! good quality + fast, but pretty exp"
Blue Bottle Coffee,Great location and super friendly baristas!
Blue Bottle Coffee,Nice placeand very clean but.prices a little bit high
Blue Bottle Coffee,They are very bad with names and have made my drinks with oat milk without me asking for that or them confirming with me
Blue Bottle Coffee,"Hi there, thanks for leaving this review! We'd love to hear more about your coffee, can you email us at support@bluebottlecoffee.com? Thanks!  "
Blue Bottle Coffee,Literally waited for 15 minutes for a coffee. There were no more than 4 people in here. No apology. Nothing. Just an eye roll when I asked about my coffee. Unreal.
Blue Bottle Coffee,"Brand new location for blue bottle, very clean and fast service"
Blue Bottle Coffee,Staff needs to learn how to communicate with customers efficiently.
Blue Bottle Coffee,"Oh no! We'd love to hear more about your visit, can you email us at support@bluebottlecoffee.com? Thanks!  "
Blue Bottle Coffee,Pricy but great coffee and service
Blue Bottle Coffee,My favorite latte in the world
Blue Bottle Coffee,Top coffee and tasty pastries.
Blue Bottle Coffee,"great latte, but only one size and its small."
Blue Bottle Coffee,Often closes early
Blue Bottle Coffee,"Hi there, thanks for leaving this review! We'd love to hear more about your coffee, can you email us at support@bluebottlecoffee.com? Thanks!  "
Blue Bottle Coffee,Terrible experience there and the latte was flat and burnt
Blue Bottle Coffee,$7 for an iced coffee? 😑 …
Blue Bottle Coffee,Super convenient location.
Blue Bottle Coffee,"Hi Raymond, Thanks for sharing your feedback but I'm sorry to hear that you recent visit to our Hub cafe in San Francisco wasn't right! We'd love to hear more about your experience so we can grow and get better. Please feel free to reach out to us at support@bluebottlecoffee.com and we'll be happy to help. Thank you!"
